gemm|q2_K|repack-gemm|arity2|micro-fixed,g8s3-opp-reparse,mechanism,opp-reparse-symbol-level,g8-stage3-opponent-reparse,n_a(opp-reparse-no-AB),vlen=128,cross-op-vs-blockdot-no-repack-GEMM-opp;our-gemm-vs-opp-vl128-blockdot,pending-§6,pending-§6,pending-§6,n_a,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,factory,pending-§6,pending-§6,pending-§6,n_a,n_a,n_a,n_a,n_a,n_a,opp-reparse-clang18-sym,rvv-openEuler-VLEN128-clang18.1.8-tcrv-canonical-fnoias-richmarch-core8_15,2026-07-14-g8-stage3-opp-reparse,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,ggml=e36a602(vericurve-2026-06-15),matmul-kernel-sym,pending-§6,hand-tuned-CROSSOP,ggml_vec_dot_q2_K_q8_K_vl128,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,clang18-sym,pending-§6,in-denom
gemm|q3_K|repack-gemm|arity2|micro-fixed,g8s3-opp-reparse,mechanism,opp-reparse-symbol-level,g8-stage3-opponent-reparse,n_a(opp-reparse-no-AB),vlen=128,cross-op-vs-blockdot;our-gemm-vs-opp-vl128-blockdot,pending-§6,pending-§6,pending-§6,n_a,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,factory,pending-§6,pending-§6,pending-§6,n_a,n_a,n_a,n_a,n_a,n_a,opp-reparse-clang18-sym,rvv-openEuler-VLEN128-clang18.1.8-tcrv-canonical-fnoias-richmarch-core8_15,2026-07-14-g8-stage3-opp-reparse,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,ggml=e36a602(vericurve-2026-06-15),matmul-kernel-sym,pending-§6,hand-tuned-CROSSOP,ggml_vec_dot_q3_K_q8_K_vl128,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,clang18-sym,pending-§6,in-denom
gemm|q4_K|repack-gemm|arity2|micro-fixed,g8s3-opp-reparse,mechanism,opp-reparse-symbol-level,g8-stage3-opponent-reparse,n_a(opp-reparse-no-AB),vlen=128,cross-op-vs-blockdot;our-gemm-vs-opp-vl128-blockdot,pending-§6,pending-§6,pending-§6,n_a,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,factory,pending-§6,pending-§6,pending-§6,n_a,n_a,n_a,n_a,n_a,n_a,opp-reparse-clang18-sym,rvv-openEuler-VLEN128-clang18.1.8-tcrv-canonical-fnoias-richmarch-core8_15,2026-07-14-g8-stage3-opp-reparse,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,ggml=e36a602(vericurve-2026-06-15),matmul-kernel-sym,pending-§6,hand-tuned-CROSSOP,ggml_vec_dot_q4_K_q8_K_vl128,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,clang18-sym,pending-§6,in-denom
gemm|q5_K|repack-gemm|arity2|micro-fixed,g8s3-opp-reparse,mechanism,opp-reparse-symbol-level,g8-stage3-opponent-reparse,n_a(opp-reparse-no-AB),vlen=128,cross-op-vs-blockdot-no-vl-spec;our-gemm-vs-opp-MODERATE,pending-§6,pending-§6,pending-§6,n_a,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,factory,pending-§6,pending-§6,pending-§6,n_a,n_a,n_a,n_a,n_a,n_a,opp-reparse-clang18-sym,rvv-openEuler-VLEN128-clang18.1.8-tcrv-canonical-fnoias-richmarch-core8_15,2026-07-14-g8-stage3-opp-reparse,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,ggml=e36a602(vericurve-2026-06-15),matmul-kernel-sym,pending-§6,native-vec-moderate-CROSSOP,ggml_vec_dot_q5_K_q8_K,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,clang18-sym,pending-§6,in-denom
gemm|q6_K|repack-gemm|arity2|micro-fixed,g8s3-opp-reparse,mechanism,opp-reparse-symbol-level,g8-stage3-opponent-reparse,n_a(opp-reparse-no-AB),vlen=128,cross-op-vs-blockdot;our-gemm-vs-opp-vl128-blockdot,pending-§6,pending-§6,pending-§6,n_a,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,factory,pending-§6,pending-§6,pending-§6,n_a,n_a,n_a,n_a,n_a,n_a,opp-reparse-clang18-sym,rvv-openEuler-VLEN128-clang18.1.8-tcrv-canonical-fnoias-richmarch-core8_15,2026-07-14-g8-stage3-opp-reparse,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,ggml=e36a602(vericurve-2026-06-15),matmul-kernel-sym,pending-§6,hand-tuned-CROSSOP,ggml_vec_dot_q6_K_q8_K_vl128,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,clang18-sym,pending-§6,in-denom
vec_dot|iq1_s|typed-grid|arity2|micro-fixed,g8s3-opp-reparse,mechanism,opp-reparse-symbol-level,g8-stage3-opponent-reparse,n_a(opp-reparse-no-AB),vlen=128,tot225/rvv68/mac19/gather5/csrr6;SpacemiT-vl128-gather-STRONG,pending-§6,pending-§6,pending-§6,n_a,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,factory,pending-§6,pending-§6,pending-§6,n_a,n_a,n_a,n_a,n_a,n_a,opp-reparse-clang18-sym,rvv-openEuler-VLEN128-clang18.1.8-tcrv-canonical-fnoias-richmarch-core8_15,2026-07-14-g8-stage3-opp-reparse,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,ggml=e36a602(vericurve-2026-06-15),matmul-kernel-sym,pending-§6,hand-tuned,ggml_vec_dot_iq1_s_q8_K_vl128,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,clang18-sym,pending-§6,in-denom
vec_dot|iq1_m|typed-grid|arity2|micro-fixed,g8s3-opp-reparse,mechanism,opp-reparse-symbol-level,g8-stage3-opponent-reparse,n_a(opp-reparse-no-AB),vlen=128,tot253/rvv62/mac26/gather2/csrr8;SpacemiT-vl128-STRONG,pending-§6,pending-§6,pending-§6,n_a,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,factory,pending-§6,pending-§6,pending-§6,n_a,n_a,n_a,n_a,n_a,n_a,opp-reparse-clang18-sym,rvv-openEuler-VLEN128-clang18.1.8-tcrv-canonical-fnoias-richmarch-core8_15,2026-07-14-g8-stage3-opp-reparse,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,ggml=e36a602(vericurve-2026-06-15),matmul-kernel-sym,pending-§6,hand-tuned,ggml_vec_dot_iq1_m_q8_K_vl128,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,clang18-sym,pending-§6,in-denom
vec_dot|iq4_nl|typed-codebook|arity2|micro-fixed,g8s3-opp-reparse,mechanism,opp-reparse-symbol-level,g8-stage3-opponent-reparse,n_a(opp-reparse-no-AB),vlen=128,tot102/rvv18/mac4/gather2/vset11;hand-vl128-light-codebook-gather,pending-§6,pending-§6,pending-§6,n_a,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,factory,pending-§6,pending-§6,pending-§6,n_a,n_a,n_a,n_a,n_a,n_a,opp-reparse-clang18-sym,rvv-openEuler-VLEN128-clang18.1.8-tcrv-canonical-fnoias-richmarch-core8_15,2026-07-14-g8-stage3-opp-reparse,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,ggml=e36a602(vericurve-2026-06-15),matmul-kernel-sym,pending-§6,native-vec-moderate,ggml_vec_dot_iq4_nl_q8_0_vl128,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,clang18-sym,pending-§6,in-denom
vec_dot|nvfp4|typed-codebook|arity2|micro-fixed,g8s3-opp-reparse,mechanism,opp-reparse-symbol-level,g8-stage3-opponent-reparse,n_a(opp-reparse-no-AB),vlen=128,tot214/rvv23/mac2/NO-riscv-spec-generic;generic-C-autovec-NO-vl-spec-weak,pending-§6,pending-§6,pending-§6,n_a,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,naive,pending-§6,pending-§6,pending-§6,n_a,n_a,n_a,n_a,n_a,n_a,opp-reparse-clang18-sym,rvv-openEuler-VLEN128-clang18.1.8-tcrv-canonical-fnoias-richmarch-core8_15,2026-07-14-g8-stage3-opp-reparse,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,ggml=e36a602(vericurve-2026-06-15),matmul-kernel-sym,pending-§6,native-vec-generic-weak,ggml_vec_dot_nvfp4_q8_0,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,clang18-sym,pending-§6,in-denom
forward|softmax|reduce-strip|arity1|f32,g8s3-opp-reparse,mechanism,opp-reparse-symbol-level,g8-stage3-opponent-reparse,n_a(opp-reparse-no-AB),vlen=128,tot592/rvv19/mac4/csrr1;expf-reduce-max-sub,pending-§6,pending-§6,pending-§6,n_a,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,factory,pending-§6,pending-§6,pending-§6,n_a,n_a,n_a,n_a,n_a,n_a,opp-reparse-clang18-sym,rvv-openEuler-VLEN128-clang18.1.8-tcrv-canonical-fnoias-richmarch-core8_15,2026-07-14-g8-stage3-opp-reparse,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,ggml=e36a602(vericurve-2026-06-15),forward-op,pending-§6,native-vec,ggml_compute_forward_soft_max,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,clang18-sym,pending-§6,in-denom
forward|rms_norm|reduce-strip|arity1|f32,g8s3-opp-reparse,mechanism,opp-reparse-symbol-level,g8-stage3-opponent-reparse,n_a(opp-reparse-no-AB),vlen=128,tot277/rvv10/mac2/csrr3;2-pass-VLENadaptive,pending-§6,pending-§6,pending-§6,n_a,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,factory,pending-§6,pending-§6,pending-§6,n_a,n_a,n_a,n_a,n_a,n_a,opp-reparse-clang18-sym,rvv-openEuler-VLEN128-clang18.1.8-tcrv-canonical-fnoias-richmarch-core8_15,2026-07-14-g8-stage3-opp-reparse,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,ggml=e36a602(vericurve-2026-06-15),forward-op,pending-§6,native-vec,ggml_compute_forward_rms_norm,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,clang18-sym,pending-§6,in-denom
forward|rope|rotate-strip|arity1|f32,g8s3-opp-reparse,mechanism,opp-reparse-symbol-level,g8-stage3-opponent-reparse,n_a(opp-reparse-no-AB),vlen=128,tot1184/rvv32/mac12;autovec+scalar-sin-cos,pending-§6,pending-§6,pending-§6,n_a,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,factory,pending-§6,pending-§6,pending-§6,n_a,n_a,n_a,n_a,n_a,n_a,opp-reparse-clang18-sym,rvv-openEuler-VLEN128-clang18.1.8-tcrv-canonical-fnoias-richmarch-core8_15,2026-07-14-g8-stage3-opp-reparse,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,ggml=e36a602(vericurve-2026-06-15),forward-op,pending-§6,native-vec,ggml_compute_forward_rope_flt_f32,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,clang18-sym,pending-§6,in-denom
forward|silu|map-strip|arity1|f32,g8s3-opp-reparse,mechanism,opp-reparse-symbol-level,g8-stage3-opponent-reparse,n_a(opp-reparse-no-AB),vlen=128,tot112/rvv38/mac7;sigmoid-expf-vectorized,pending-§6,pending-§6,pending-§6,n_a,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,factory,pending-§6,pending-§6,pending-§6,n_a,n_a,n_a,n_a,n_a,n_a,opp-reparse-clang18-sym,rvv-openEuler-VLEN128-clang18.1.8-tcrv-canonical-fnoias-richmarch-core8_15,2026-07-14-g8-stage3-opp-reparse,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,ggml=e36a602(vericurve-2026-06-15),forward-op,pending-§6,native-vec,ggml_vec_silu_f32,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,clang18-sym,pending-§6,in-denom
forward|gelu|map-strip|arity1|f32,g8s3-opp-reparse,mechanism,opp-reparse-symbol-level,g8-stage3-opponent-reparse,n_a(opp-reparse-no-AB),vlen=128,NO-vec-table-lookup-STRUCTURAL;GGML_GELU_FP16-not-fair-speed-AB,pending-§6,pending-§6,pending-§6,n_a,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,scalar,pending-§6,pending-§6,pending-§6,n_a,n_a,n_a,n_a,n_a,n_a,opp-reparse-clang18-sym,rvv-openEuler-VLEN128-clang18.1.8-tcrv-canonical-fnoias-richmarch-core8_15,2026-07-14-g8-stage3-opp-reparse,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,ggml=e36a602(vericurve-2026-06-15),forward-op,pending-§6,scalar-f16-LUT,ggml_table_gelu_f16_BSS_LUT,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,clang18-sym,pending-§6,in-denom
forward|add|binary-map|arity2|f32,g8s3-opp-reparse,mechanism,opp-reparse-symbol-level,g8-stage3-opponent-reparse,n_a(opp-reparse-no-AB),vlen=128,vfadd.vv-inline-autovec;IEEE-f32-bit-exact,pending-§6,pending-§6,pending-§6,n_a,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,factory,pending-§6,pending-§6,pending-§6,n_a,n_a,n_a,n_a,n_a,n_a,opp-reparse-clang18-sym,rvv-openEuler-VLEN128-clang18.1.8-tcrv-canonical-fnoias-richmarch-core8_15,2026-07-14-g8-stage3-opp-reparse,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,ggml=e36a602(vericurve-2026-06-15),forward-op,pending-§6,native-vec,ggml_compute_forward_add,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,clang18-sym,pending-§6,in-denom
forward|mul|binary-map|arity2|f32,g8s3-opp-reparse,mechanism,opp-reparse-symbol-level,g8-stage3-opponent-reparse,n_a(opp-reparse-no-AB),vlen=128,vfmul-binary-op-autovec;IEEE-f32-bit-exact,pending-§6,pending-§6,pending-§6,n_a,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,factory,pending-§6,pending-§6,pending-§6,n_a,n_a,n_a,n_a,n_a,n_a,opp-reparse-clang18-sym,rvv-openEuler-VLEN128-clang18.1.8-tcrv-canonical-fnoias-richmarch-core8_15,2026-07-14-g8-stage3-opp-reparse,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,ggml=e36a602(vericurve-2026-06-15),forward-op,pending-§6,native-vec,ggml_compute_forward_mul,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,clang18-sym,pending-§6,in-denom
forward|scale|map-strip|arity1|f32,g8s3-opp-reparse,mechanism,opp-reparse-symbol-level,g8-stage3-opponent-reparse,n_a(opp-reparse-no-AB),vlen=128,tot154/rvv7/mac2;vfmul.vf-inplace,pending-§6,pending-§6,pending-§6,n_a,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,naive,pending-§6,pending-§6,pending-§6,n_a,n_a,n_a,n_a,n_a,n_a,opp-reparse-clang18-sym,rvv-openEuler-VLEN128-clang18.1.8-tcrv-canonical-fnoias-richmarch-core8_15,2026-07-14-g8-stage3-opp-reparse,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,ggml=e36a602(vericurve-2026-06-15),forward-op,pending-§6,native-vec-light,ggml_compute_forward_scale,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,clang18-sym,pending-§6,in-denom
forward|cpy|copy-map|arity1|f32,g8s3-opp-reparse,mechanism,opp-reparse-symbol-level,g8-stage3-opponent-reparse,n_a(opp-reparse-no-AB),vlen=128,tot4339/rvv51/csrr12;vector-copy-memcpy-paths,pending-§6,pending-§6,pending-§6,n_a,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,factory,pending-§6,pending-§6,pending-§6,n_a,n_a,n_a,n_a,n_a,n_a,opp-reparse-clang18-sym,rvv-openEuler-VLEN128-clang18.1.8-tcrv-canonical-fnoias-richmarch-core8_15,2026-07-14-g8-stage3-opp-reparse,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,ggml=e36a602(vericurve-2026-06-15),forward-op,pending-§6,native-vec-streaming,ggml_compute_forward_dup_cpy,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,clang18-sym,pending-§6,in-denom
dequant|q2_K|streaming|arity1|f32,g8s3-opp-reparse,mechanism,opp-reparse-symbol-level,g8-stage3-opponent-reparse,n_a(opp-reparse-no-AB),vlen=128,tot256/rvv88;deploy-footnote-gcc15-autovec,pending-§6,pending-§6,pending-§6,n_a,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,factory,pending-§6,pending-§6,pending-§6,n_a,n_a,n_a,n_a,n_a,n_a,opp-reparse-clang18-sym,rvv-openEuler-VLEN128-clang18.1.8-tcrv-canonical-fnoias-richmarch-core8_15,2026-07-14-g8-stage3-opp-reparse,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,ggml=e36a602(vericurve-2026-06-15),DEQ-AXIS,pending-§6,native-vec,dequantize_row_q2_K,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,clang18-sym,pending-§6,test-only-not-in-denom
dequant|q3_K|streaming|arity1|f32,g8s3-opp-reparse,mechanism,opp-reparse-symbol-level,g8-stage3-opponent-reparse,n_a(opp-reparse-no-AB),vlen=128,tot365/rvv132/mac16;strong-autovec,pending-§6,pending-§6,pending-§6,n_a,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,factory,pending-§6,pending-§6,pending-§6,n_a,n_a,n_a,n_a,n_a,n_a,opp-reparse-clang18-sym,rvv-openEuler-VLEN128-clang18.1.8-tcrv-canonical-fnoias-richmarch-core8_15,2026-07-14-g8-stage3-opp-reparse,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,ggml=e36a602(vericurve-2026-06-15),DEQ-AXIS,pending-§6,native-vec,dequantize_row_q3_K,g8-stage3-opponent-reparse/rvv/objdump_metrics_rvv.txt,clang18-sym,pending-§6,test-only-not-in-denom
